time,ticker,averagePrice,shares,value
1618914003220,JMIA,37.52,8,235.2
1618914302687,TAN,71.648,10,827.5
1618914302690,AAPL,116.75,6,806.28
1618914302690,SNDL,.395,300,294.24
1618914302690,FRX,10.39,100,990
1618914302690,COIN,380,1,330.75
1618914302690,MSFT,220.34,4,1032
1618914302690,TSLA,431.0525,4,2823.04
1618914302690,MMDA1,,375.20000000000005,375.20000000000005
1618914302690,EBS,93.79,4,271.48
1618914302690,AMD,66.902,18,1454.04
1618914302690,SPY,348.185,4,1653.32
1618914302690,GME,380,1,166.11
1618914302690,VBK,233.753,3,843.27
1618914302690,VISL,3.263,465,1055.55
1618914302690,TSM,109.15,4,461.6
1618914302690,NIO,42.059,16,586.88
1618914302690,BA,471.8,2,487.58
1618914302690,CCIV,35.766,16,311.2
1618914302690,AMC,13.11,10,96.9
1618914302690,TLRY,21.81,20,361.2
1618914302690,JETS,17.265,10,259.1
1618914302691,VNQ,80.836,5,481.55
1618914302691,PLTR,26.875,20,436.8
1618914302691,MARA,37.9,18,616.14
1618914302691,SOL,20.951,18,157.32
1618914302691,JMIA,37.52,8,235.2
1618914603183,TAN,71.648,10,827.5
1618914603185,AAPL,116.75,6,806.4
1618914603185,MSFT,220.34,4,1032
1618914603185,CCIV,35.766,16,312.64
1618914603185,TSLA,431.0525,4,2827.96
1618914603185,MMDA1,,375.20000000000005,375.20000000000005
1618914603185,AMC,13.11,10,96.6
1618914603185,TLRY,21.81,20,361.2
1618914603185,JETS,17.265,10,259.1
1618914603185,AMD,66.902,18,1454.4
1618914603185,VNQ,80.836,5,481.55
1618914603185,SPY,348.185,4,1654.16
1618914603185,VBK,233.753,3,843.27
1618914603185,PLTR,26.875,20,437.6
1618914603185,MARA,37.9,18,620.82
1618914603185,VISL,3.263,465,1055.55
1618914603185,SOL,20.951,18,157.32
1618914603185,JMIA,37.52,8,235.2
1618914603185,SNDL,.395,300,295.2
1618914603185,FRX,10.39,100,990
1618914603185,COIN,380,1,331.99
1618914603185,EBS,93.79,4,271.48
1618914603185,GME,380,1,165.65
1618914603186,TSM,109.15,4,461.6
1618914603186,NIO,42.059,16,587.04
1618914603186,BA,471.8,2,487
1618914902665,TAN,71.648,10,827.5
1618914902666,AAPL,116.75,6,807.48
1618914902666,SNDL,.395,300,298.44
1618914902666,FRX,10.39,100,990
1618914902666,COIN,380,1,331.95
1618914902666,MSFT,220.34,4,1032
1618914902666,TSLA,431.0525,4,2832
1618914902666,MMDA1,,375.20000000000005,375.20000000000005
1618914902666,EBS,93.79,4,271.48
1618914902666,AMD,66.902,18,1454.4
1618914902666,SPY,348.185,4,1654.16
1618914902666,GME,380,1,165.65
1618914902666,VBK,233.753,3,843.27
1618914902666,VISL,3.263,465,1055.55
1618914902666,TSM,109.15,4,462
1618914902666,NIO,42.059,16,587.04
1618914902666,BA,471.8,2,487
1618914902666,CCIV,35.766,16,312.64
1618914902666,AMC,13.11,10,96.8
1618914902666,TLRY,21.81,20,361.4
1618914902666,JETS,17.265,10,259.1
1618914902666,VNQ,80.836,5,481.55
1618914902666,PLTR,26.875,20,436.8
1618914902666,MARA,37.9,18,625.68
1618914902666,SOL,20.951,18,157.32
1618914902666,JMIA,37.52,8,232.88
1618915203175,TAN,71.648,10,827.5
1618915203179,AAPL,116.75,6,808.02
1618915203180,MSFT,220.34,4,1031.88
1618915203180,CCIV,35.766,16,312.64
1618915203180,TSLA,431.0525,4,2839.2
1618915203180,MMDA1,,375.20000000000005,375.20000000000005
1618915203180,AMC,13.11,10,97.2
1618915203180,TLRY,21.81,20,359.4
1618915203180,JETS,17.265,10,259.1
1618915203180,AMD,66.902,18,1454.22
1618915203180,VNQ,80.836,5,481.55
1618915203180,SPY,348.185,4,1654.24
1618915203180,VBK,233.753,3,843.27
1618915203180,PLTR,26.875,20,437.6
1618915203180,MARA,37.9,18,629.64
1618915203180,VISL,3.263,465,1055.55
1618915203180,SOL,20.951,18,157.32
1618915203180,JMIA,37.52,8,235.2
1618915203180,SNDL,.395,300,299.46
1618915203180,FRX,10.39,100,990
1618915203180,COIN,380,1,332.45
1618915203180,EBS,93.79,4,271.48
1618915203180,GME,380,1,165.01
1618915203180,TSM,109.15,4,462.8
1618915203180,NIO,42.059,16,586.88
1618915203180,BA,471.8,2,487
1618915502656,TAN,71.648,10,827.5
1618915502659,AAPL,116.75,6,804.9
1618915502659,SNDL,.395,300,303
1618915502659,FRX,10.39,100,990
1618915502659,COIN,380,1,332.9
1618915502659,MSFT,220.34,4,1030.92
1618915502659,TSLA,431.0525,4,2827.16
1618915502659,MMDA1,,375.20000000000005,375.20000000000005
1618915502659,EBS,93.79,4,271.48
1618915502659,AMD,66.902,18,1453.5
1618915502659,SPY,348.185,4,1651.64
1618915502659,GME,380,1,165.01
1618915502659,VBK,233.753,3,843.27
1618915502659,VISL,3.263,465,1055.55
1618915502659,TSM,109.15,4,461.6
1618915502659,NIO,42.059,16,585.76
1618915502659,BA,471.8,2,487
1618915502659,CCIV,35.766,16,311.04
1618915502659,AMC,13.11,10,97.1
1618915502659,TLRY,21.81,20,359.2
1618915502659,JETS,17.265,10,259
1618915502659,VNQ,80.836,5,481.55
1618915502659,PLTR,26.875,20,436.4
1618915502659,MARA,37.9,18,630.9
1618915502659,SOL,20.951,18,157.32
1618915502659,JMIA,37.52,8,235.2
1618915803262,TAN,71.648,10,827.5
1618915803263,AAPL,116.75,6,805.8
1618915803263,MSFT,220.34,4,1030.92
1618915803263,CCIV,35.766,16,311.04
1618915803263,TSLA,431.0525,4,2836
1618915803263,MMDA1,,375.20000000000005,375.20000000000005
1618915803263,AMC,13.11,10,97
1618915803263,TLRY,21.81,20,358
1618915803263,JETS,17.265,10,259
1618915803263,AMD,66.902,18,1453.8600000000001
1618915803263,VNQ,80.836,5,481.55
1618915803263,SPY,348.185,4,1652.88
1618915803263,VBK,233.753,3,843.27
1618915803263,PLTR,26.875,20,436.4
1618915803263,MARA,37.9,18,630.72
1618915803263,VISL,3.263,465,1055.55
1618915803263,SOL,20.951,18,157.32
1618915803263,JMIA,37.52,8,235.2
1618915803263,SNDL,.395,300,300
1618915803263,FRX,10.39,100,989
1618915803263,COIN,380,1,332.66
1618915803263,EBS,93.79,4,271.48
1618915803263,GME,380,1,165.01
1618915803263,TSM,109.15,4,461.6
1618915803263,NIO,42.059,16,586.56
1618915803263,BA,471.8,2,486.98
1618916102718,TAN,71.648,10,827.5
1618916102721,AAPL,116.75,6,806.94
1618916102722,MSFT,220.34,4,1033.6
1618916102722,CCIV,35.766,16,311.04
1618916102722,TSLA,431.0525,4,2836
1618916102722,MMDA1,,375.20000000000005,375.20000000000005
1618916102722,AMC,13.11,10,97.1
1618916102722,TLRY,21.81,20,358
1618916102722,JETS,17.265,10,258.8
1618916102722,AMD,66.902,18,1453.8600000000001
1618916102722,VNQ,80.836,5,481.55
1618916102722,SPY,348.185,4,1653.8
1618916102722,VBK,233.753,3,843.27
1618916102722,PLTR,26.875,20,436.8
1618916102722,MARA,37.9,18,629.82
1618916102722,VISL,3.263,465,1055.55
1618916102722,SOL,20.951,18,157.32
1618916102722,JMIA,37.52,8,235.2
1618916102722,SNDL,.395,300,303
1618916102722,FRX,10.39,100,987
1618916102722,COIN,380,1,331.5
1618916102722,EBS,93.79,4,271.48
1618916102722,GME,380,1,165.1
1618916102722,TSM,109.15,4,461.6
1618916102722,NIO,42.059,16,586.56
1618916102722,BA,471.8,2,486.96
1618916403244,TAN,71.648,10,827.5
1618916403244,AAPL,116.75,6,807.3
1618916403244,SNDL,.395,300,300
1618916403245,FRX,10.39,100,990
1618916403245,COIN,380,1,331
1618916403245,MSFT,220.34,4,1031.04
1618916403245,TSLA,431.0525,4,2840.28
1618916403245,MMDA1,,375.20000000000005,375.20000000000005
1618916403245,EBS,93.79,4,272
1618916403245,AMD,66.902,18,1453.5
1618916403245,SPY,348.185,4,1654.28
1618916403245,GME,380,1,165
1618916403245,VBK,233.753,3,843.27
1618916403245,VISL,3.263,465,1055.55
1618916403245,TSM,109.15,4,461.6
1618916403245,NIO,42.059,16,588.48
1618916403245,BA,471.8,2,485.8
1618916403245,CCIV,35.766,16,311.04
1618916403245,AMC,13.11,10,97
1618916403245,TLRY,21.81,20,360
1618916403245,JETS,17.265,10,258.2
1618916403245,VNQ,80.836,5,481.55
1618916403245,PLTR,26.875,20,436.4
1618916403245,MARA,37.9,18,626.94
1618916403245,SOL,20.951,18,157.32
1618916403245,JMIA,37.52,8,235.2
1618916702778,TAN,71.648,10,827.5
1618916702779,AAPL,116.75,6,806.52
1618916702779,SNDL,.395,300,297.69
1618916702779,FRX,10.39,100,990
1618916702779,COIN,380,1,332.8
1618916702779,MSFT,220.34,4,1031.96
1618916702779,TSLA,431.0525,4,2836
1618916702779,MMDA1,,375.20000000000005,375.20000000000005
1618916702779,EBS,93.79,4,272
1618916702779,AMD,66.902,18,1452.42
1618916702779,SPY,348.185,4,1653.4
1618916702779,GME,380,1,166
1618916702779,VBK,233.753,3,843.27
1618916702779,VISL,3.263,465,1055.55
1618916702779,TSM,109.15,4,461.6
1618916702779,NIO,42.059,16,588.48
1618916702779,BA,471.8,2,487.58
1618916702779,CCIV,35.766,16,309.6
1618916702779,AMC,13.11,10,97.2
1618916702779,TLRY,21.81,20,356.2
1618916702779,JETS,17.265,10,258.5
1618916702779,VNQ,80.836,5,481.55
1618916702779,PLTR,26.875,20,437.2
1618916702779,MARA,37.9,18,622.8
1618916702779,SOL,20.951,18,156.6
1618916702779,JMIA,37.52,8,235.2
1618917003224,TAN,71.648,10,827.5
1618917003226,AAPL,116.75,6,806.58
1618917003226,SNDL,.395,300,303
1618917003226,FRX,10.39,100,990
1618917003226,COIN,380,1,332
1618917003226,MSFT,220.34,4,1031.6
1618917003226,TSLA,431.0525,4,2838
1618917003226,MMDA1,,375.20000000000005,375.20000000000005
1618917003226,EBS,93.79,4,272
1618917003226,AMD,66.902,18,1452.06
1618917003226,SPY,348.185,4,1654.04
1618917003226,GME,380,1,165
1618917003226,VBK,233.753,3,843.27
1618917003226,VISL,3.263,465,1055.55
1618917003226,TSM,109.15,4,461.56
1618917003226,NIO,42.059,16,588.32
1618917003226,BA,471.8,2,487
1618917003226,CCIV,35.766,16,310.24
1618917003226,AMC,13.11,10,97.1
1618917003226,TLRY,21.81,20,353.4
1618917003226,JETS,17.265,10,258.4
1618917003226,VNQ,80.836,5,481.5
1618917003226,PLTR,26.875,20,437.4
1618917003226,MARA,37.9,18,619.56
1618917003226,SOL,20.951,18,156.6
1618917003226,JMIA,37.52,8,235.12
1618917302700,TAN,71.648,10,827.5
1618917302700,AAPL,116.75,6,806.64
1618917302700,MSFT,220.34,4,1032.04
1618917302700,CCIV,35.766,16,311.04
1618917302700,TSLA,431.0525,4,2842.8
1618917302700,MMDA1,,375.20000000000005,375.20000000000005
1618917302700,AMC,13.11,10,97
1618917302700,TLRY,21.81,20,358.8
1618917302701,JETS,17.265,10,258.2
1618917302701,AMD,66.902,18,1452.24
1618917302701,VNQ,80.836,5,481.5
1618917302701,SPY,348.185,4,1654.24
1618917302701,VBK,233.753,3,843.27
1618917302701,PLTR,26.875,20,437.2
1618917302701,MARA,37.9,18,625.5
1618917302701,VISL,3.263,465,1046.25
1618917302701,SOL,20.951,18,155.34
1618917302701,JMIA,37.52,8,235.04
1618917302701,SNDL,.395,300,303
1618917302701,FRX,10.39,100,990
1618917302701,COIN,380,1,331.55
1618917302701,EBS,93.79,4,272
1618917302701,GME,380,1,165.01
1618917302701,TSM,109.15,4,461.6
1618917302701,NIO,42.059,16,590.72
1618917302701,BA,471.8,2,487
1618917603189,TAN,71.648,10,827.5
1618917603189,AAPL,116.75,6,806.58
1618917603189,SNDL,.395,300,303
1618917603190,FRX,10.39,100,990
1618917603190,COIN,380,1,330.5
1618917603190,MSFT,220.34,4,1032.4
1618917603190,TSLA,431.0525,4,2842
1618917603190,MMDA1,,375.20000000000005,375.20000000000005
1618917603190,EBS,93.79,4,272.32
1618917603190,AMD,66.902,18,1451.34
1618917603190,SPY,348.185,4,1653.52
1618917603190,GME,380,1,165.6
1618917603190,VBK,233.753,3,843.27
1618917603190,VISL,3.263,465,1046.25
1618917603190,TSM,109.15,4,461.76
1618917603190,NIO,42.059,16,589.44
1618917603190,BA,471.8,2,486.6
1618917603190,CCIV,35.766,16,310.4
1618917603190,AMC,13.11,10,96.8
1618917603190,TLRY,21.81,20,358.6
1618917603190,JETS,17.265,10,258.2
1618917603190,VNQ,80.836,5,481.45
1618917603190,PLTR,26.875,20,434.6
1618917603190,MARA,37.9,18,624.06
1618917603190,SOL,20.951,18,155.34
1618917603190,JMIA,37.52,8,234.96
1618917902708,TAN,71.648,10,827.5
1618917902712,AAPL,116.75,6,806.52
1618917902712,MSFT,220.34,4,1031.52
1618917902712,CCIV,35.766,16,310.4
1618917902712,TSLA,431.0525,4,2838
1618917902712,MMDA1,,375.20000000000005,375.20000000000005
1618917902712,AMC,13.11,10,96.8
1618917902712,TLRY,21.81,20,357
1618917902712,JETS,17.265,10,258.4
1618917902712,AMD,66.902,18,1451.52
1618917902712,VNQ,80.836,5,481.15
1618917902712,SPY,348.185,4,1653.12
1618917902712,VBK,233.753,3,843.27
1618917902712,PLTR,26.875,20,435.2
1618917902712,MARA,37.9,18,626.22
1618917902712,VISL,3.263,465,1050.9
1618917902712,SOL,20.951,18,155.34
1618917902712,JMIA,37.52,8,234.4
1618917902713,SNDL,.395,300,303
1618917902713,FRX,10.39,100,990
1618917902713,COIN,380,1,330
1618917902713,EBS,93.79,4,272.32
1618917902713,GME,380,1,165.6
1618917902713,TSM,109.15,4,461.76
1618917902713,NIO,42.059,16,588.48
1618917902713,BA,471.8,2,486
1618918203250,TAN,71.648,10,827.5
1618918203252,AAPL,116.75,6,806.52
1618918203252,SNDL,.395,300,303
1618918203252,FRX,10.39,100,990
1618918203252,COIN,380,1,329.49
1618918203252,MSFT,220.34,4,1031.32
1618918203252,TSLA,431.0525,4,2838
1618918203252,MMDA1,,375.20000000000005,375.20000000000005
1618918203252,EBS,93.79,4,272.32
1618918203252,AMD,66.902,18,1451.52
1618918203252,SPY,348.185,4,1653.08
1618918203252,GME,380,1,165.6
1618918203252,VBK,233.753,3,843.27
1618918203252,VISL,3.263,465,1050.9
1618918203252,TSM,109.15,4,461.76
1618918203252,NIO,42.059,16,588.48
1618918203252,BA,471.8,2,485.8
1618918203252,CCIV,35.766,16,310.4
1618918203252,AMC,13.11,10,96.7
1618918203252,TLRY,21.81,20,358.2
1618918203252,JETS,17.265,10,258.4
1618918203252,VNQ,80.836,5,481.15
1618918203252,PLTR,26.875,20,433.6
1618918203252,MARA,37.9,18,625.14
1618918203252,SOL,20.951,18,155.34
1618918203252,JMIA,37.52,8,234.4
1618918502709,TAN,71.648,10,827.5
1618918502714,AAPL,116.75,6,807.36
1618918502714,SNDL,.395,300,306
1618918502714,FRX,10.39,100,990
1618918502714,COIN,380,1,329.4
1618918502714,MSFT,220.34,4,1031.52
1618918502714,TSLA,431.0525,4,2842.8
1618918502714,MMDA1,,375.20000000000005,375.20000000000005
1618918502714,EBS,93.79,4,272.32
1618918502714,AMD,66.902,18,1451.52
1618918502714,SPY,348.185,4,1654.28
1618918502714,GME,380,1,165.74
1618918502714,VBK,233.753,3,843.27
1618918502714,VISL,3.263,465,1050.9
1618918502714,TSM,109.15,4,461.6
1618918502714,NIO,42.059,16,588.8
1618918502714,BA,471.8,2,485.54
1618918502714,CCIV,35.766,16,310.4
1618918502714,AMC,13.11,10,96.7
1618918502714,TLRY,21.81,20,360.2
1618918502714,JETS,17.265,10,258.1
1618918502714,VNQ,80.836,5,481.15
1618918502714,PLTR,26.875,20,433.2
1618918502714,MARA,37.9,18,628.2
1618918502714,SOL,20.951,18,154.62
1618918502714,JMIA,37.52,8,234.24
1618918803223,TAN,71.648,10,827.5
1618918803225,AAPL,116.75,6,807.78
1618918803225,SNDL,.395,300,309
1618918803225,FRX,10.39,100,990
1618918803225,COIN,380,1,330.25
1618918803225,MSFT,220.34,4,1032.68
1618918803225,TSLA,431.0525,4,2843.4
1618918803225,MMDA1,,375.20000000000005,375.20000000000005
1618918803225,EBS,93.79,4,272.32
1618918803225,AMD,66.902,18,1451.52
1618918803225,SPY,348.185,4,1654.56
1618918803225,GME,380,1,166
1618918803225,VBK,233.753,3,843.27
1618918803225,VISL,3.263,465,1032.3
1618918803225,TSM,109.15,4,461.6
1618918803225,NIO,42.059,16,589.28
1618918803225,BA,471.8,2,487
1618918803225,CCIV,35.766,16,310.24
1618918803225,AMC,13.11,10,96.7
1618918803225,TLRY,21.81,20,360
1618918803226,JETS,17.265,10,258.3
1618918803226,VNQ,80.836,5,481.15
1618918803226,PLTR,26.875,20,433.8
1618918803226,MARA,37.9,18,624.96
1618918803226,SOL,20.951,18,154.62
1618918803226,JMIA,37.52,8,235.2
1618919102731,TAN,71.648,10,827.5
1618919102732,AAPL,116.75,6,807.84
1618919102732,SNDL,.395,300,309
1618919102732,FRX,10.39,100,990
1618919102732,COIN,380,1,330.5
1618919102732,MSFT,220.34,4,1032.56
1618919102732,TSLA,431.0525,4,2846.4
1618919102732,MMDA1,,375.20000000000005,375.20000000000005
1618919102732,EBS,93.79,4,271.48
1618919102732,AMD,66.902,18,1452.6
1618919102732,SPY,348.185,4,1654.64
1618919102732,GME,380,1,166
1618919102732,VBK,233.753,3,843.27
1618919102732,VISL,3.263,465,1050.9
1618919102732,TSM,109.15,4,461.2
1618919102732,NIO,42.059,16,589.12
1618919102732,BA,471.8,2,487
1618919102732,CCIV,35.766,16,309.28
1618919102732,AMC,13.11,10,96.7
1618919102733,TLRY,21.81,20,358.8
1618919102733,JETS,17.265,10,258.3
1618919102733,VNQ,80.836,5,481.15
1618919102733,PLTR,26.875,20,434.4
1618919102733,MARA,37.9,18,626.04
1618919102733,SOL,20.951,18,154.08
1618919102733,JMIA,37.52,8,236
1618919403202,TAN,71.648,10,827.5
1618919403203,AAPL,116.75,6,808.08
1618919403204,SNDL,.395,300,309
1618919403204,FRX,10.39,100,990
1618919403204,COIN,380,1,330.5
1618919403204,MSFT,220.34,4,1032.28
1618919403204,TSLA,431.0525,4,2843.12
1618919403204,MMDA1,,375.20000000000005,375.20000000000005
1618919403204,EBS,93.79,4,271.48
1618919403204,AMD,66.902,18,1452.42
1618919403204,SPY,348.185,4,1654.48
1618919403204,GME,380,1,166
1618919403204,VBK,233.753,3,843.27
1618919403204,VISL,3.263,465,1050.9
1618919403204,TSM,109.15,4,461.6
1618919403204,NIO,42.059,16,590.08
1618919403204,BA,471.8,2,487
1618919403204,CCIV,35.766,16,309.12
1618919403204,AMC,13.11,10,96.7
1618919403204,TLRY,21.81,20,359.4
1618919403204,JETS,17.265,10,258.3
1618919403204,VNQ,80.836,5,481.15
1618919403204,PLTR,26.875,20,434.6
1618919403204,MARA,37.9,18,620.82
1618919403204,SOL,20.951,18,157.32
1618919403204,JMIA,37.52,8,236
1618919702758,TAN,71.648,10,827.5
1618919702759,AAPL,116.75,6,808.02
1618919702759,SNDL,.395,300,309
1618919702759,FRX,10.39,100,990
1618919702759,COIN,380,1,331.78
1618919702759,MSFT,220.34,4,1032.56
1618919702759,TSLA,431.0525,4,2839
1618919702759,MMDA1,,375.20000000000005,375.20000000000005
1618919702759,EBS,93.79,4,271.48
1618919702759,AMD,66.902,18,1453.5
1618919702759,SPY,348.185,4,1654.6
1618919702759,GME,380,1,166
1618919702759,VBK,233.753,3,843.27
1618919702759,VISL,3.263,465,1050.9
1618919702759,TSM,109.15,4,461.4
1618919702759,NIO,42.059,16,589.92
1618919702759,BA,471.8,2,486.8
1618919702759,CCIV,35.766,16,310.4
1618919702759,AMC,13.11,10,96.8
1618919702759,TLRY,21.81,20,359
1618919702759,JETS,17.265,10,258.3
1618919702759,VNQ,80.836,5,481.15
1618919702759,PLTR,26.875,20,434.6
1618919702759,MARA,37.9,18,631.8
1618919702759,SOL,20.951,18,157.32
1618919702759,JMIA,37.52,8,236
1618920003298,TAN,71.648,10,827.5
1618920003299,AAPL,116.75,6,807.9
1618920003299,SNDL,.395,300,309
1618920003299,FRX,10.39,100,990
1618920003299,COIN,380,1,331.8
1618920003299,MSFT,220.34,4,1032.56
1618920003299,TSLA,431.0525,4,2838.6
1618920003299,MMDA1,,375.20000000000005,375.20000000000005
1618920003299,EBS,93.79,4,271.48
1618920003299,AMD,66.902,18,1453.68
1618920003299,SPY,348.185,4,1654.64
1618920003299,GME,380,1,166
1618920003299,VBK,233.753,3,843.27
1618920003299,VISL,3.263,465,1050.9
1618920003299,TSM,109.15,4,461.4
1618920003299,NIO,42.059,16,589.76
1618920003299,BA,471.8,2,486.76
1618920003299,CCIV,35.766,16,310.24
1618920003299,AMC,13.11,10,96.8
1618920003299,TLRY,21.81,20,359.2
1618920003299,JETS,17.265,10,258.3
1618920003299,VNQ,80.836,5,481.15
1618920003299,PLTR,26.875,20,434.4
1618920003299,MARA,37.9,18,630
1618920003299,SOL,20.951,18,156.96
1618920003299,JMIA,37.52,8,236
1618920302810,TAN,71.648,10,827.5
1618920302815,AAPL,116.75,6,808.68
1618920302816,SNDL,.395,300,306
1618920302816,FRX,10.39,100,990
1618920302816,COIN,380,1,331.75
1618920302816,MSFT,220.34,4,1032.76
1618920302816,TSLA,431.0525,4,2846.56
1618920302816,MMDA1,,375.20000000000005,375.20000000000005
1618920302816,EBS,93.79,4,271.48
1618920302816,AMD,66.902,18,1453.8600000000001
1618920302816,SPY,348.185,4,1654.92
1618920302816,GME,380,1,166
1618920302816,VBK,233.753,3,843.27
1618920302816,VISL,3.263,465,1050.9
1618920302816,TSM,109.15,4,461.6
1618920302816,NIO,42.059,16,591.2
1618920302816,BA,471.8,2,486.16
1618920302816,CCIV,35.766,16,310.24
1618920302816,AMC,13.11,10,96.7
1618920302816,TLRY,21.81,20,356.2
1618920302816,JETS,17.265,10,258.4
1618920302816,VNQ,80.836,5,481.15
1618920302816,PLTR,26.875,20,435.2
1618920302816,MARA,37.9,18,628.56
1618920302816,SOL,20.951,18,156.96
1618920302816,JMIA,37.52,8,235.2
1618920603378,TAN,71.648,10,827.5
1618920603381,AAPL,116.75,6,809.04
1618920603381,SNDL,.395,300,303
1618920603381,FRX,10.39,100,990
1618920603381,COIN,380,1,331.75
1618920603381,MSFT,220.34,4,1033.52
1618920603381,TSLA,431.0525,4,2842
1618920603381,MMDA1,,375.20000000000005,375.20000000000005
1618920603381,EBS,93.79,4,271.48
1618920603381,AMD,66.902,18,1453.8600000000001
1618920603381,SPY,348.185,4,1654.8
1618920603381,GME,380,1,166
1618920603381,VBK,233.753,3,843.27
1618920603381,VISL,3.263,465,1050.9
1618920603381,TSM,109.15,4,461.6
1618920603381,NIO,42.059,16,591.52
1618920603382,BA,471.8,2,486.3
1618920603382,CCIV,35.766,16,311.68
1618920603382,AMC,13.11,10,96.7
1618920603382,TLRY,21.81,20,355.2
1618920603382,JETS,17.265,10,258.8
1618920603382,VNQ,80.836,5,481.15
1618920603382,PLTR,26.875,20,435
1618920603382,MARA,37.9,18,625.32
1618920603382,SOL,20.951,18,156.96
1618920603382,JMIA,37.52,8,235.12
1618920902866,TAN,71.648,10,827.5
1618920902866,AAPL,116.75,6,808.98
1618920902866,SNDL,.395,300,303
1618920902866,FRX,10.39,100,990
1618920902866,COIN,380,1,331.69
1618920902866,MSFT,220.34,4,1033.52
1618920902866,TSLA,431.0525,4,2843.4
1618920902866,MMDA1,,375.20000000000005,375.20000000000005
1618920902866,EBS,93.79,4,271.48
1618920902866,AMD,66.902,18,1452.96
1618920902867,SPY,348.185,4,1655
1618920902867,GME,380,1,166
1618920902867,VBK,233.753,3,843.27
1618920902867,VISL,3.263,465,1050.9
1618920902867,TSM,109.15,4,461.96
1618920902867,NIO,42.059,16,590.4
1618920902867,BA,471.8,2,486
1618920902867,CCIV,35.766,16,311.68
1618920902867,AMC,13.11,10,96.8
1618920902867,TLRY,21.81,20,356.2
1618920902867,JETS,17.265,10,258.8
1618920902867,VNQ,80.836,5,481.15
1618920902867,PLTR,26.875,20,435
1618920902867,MARA,37.9,18,624.96
1618920902867,SOL,20.951,18,156.06
1618920902867,JMIA,37.52,8,236
1618921203398,TAN,71.648,10,827.5
1618921203401,AAPL,116.75,6,808.56
1618921203401,SNDL,.395,300,303
1618921203401,FRX,10.39,100,990
1618921203401,COIN,380,1,331.76
1618921203401,MSFT,220.34,4,1033.28
1618921203401,TSLA,431.0525,4,2843.2
1618921203401,MMDA1,,375.20000000000005,375.20000000000005
1618921203401,EBS,93.79,4,271.48
1618921203401,AMD,66.902,18,1452.96
1618921203401,SPY,348.185,4,1654.76
1618921203401,GME,380,1,166
1618921203401,VBK,233.753,3,843.27
1618921203401,VISL,3.263,465,1050.9
1618921203401,TSM,109.15,4,461.6
1618921203402,NIO,42.059,16,590.08
1618921203402,BA,471.8,2,486
1618921203402,CCIV,35.766,16,310.72
1618921203402,AMC,13.11,10,97
1618921203402,TLRY,21.81,20,356
1618921203402,JETS,17.265,10,258.8
1618921203402,VNQ,80.836,5,481.15
1618921203402,PLTR,26.875,20,435.6
1618921203402,MARA,37.9,18,626.94
1618921203402,SOL,20.951,18,155.52
1618921203402,JMIA,37.52,8,235.52
1618921502862,TAN,71.648,10,827.5
1618921502863,AAPL,116.75,6,808.14
1618921502863,MSFT,220.34,4,1032.8
1618921502863,CCIV,35.766,16,311.36
1618921502863,TSLA,431.0525,4,2839.88
1618921502863,MMDA1,,375.20000000000005,375.20000000000005
1618921502863,AMC,13.11,10,97
1618921502863,TLRY,21.81,20,355
1618921502863,JETS,17.265,10,258.4
1618921502863,AMD,66.902,18,1452.6
1618921502864,VNQ,80.836,5,481.15
1618921502864,SPY,348.185,4,1653.88
1618921502864,VBK,233.753,3,843.27
1618921502864,PLTR,26.875,20,434.4
1618921502864,MARA,37.9,18,624.42
1618921502864,VISL,3.263,465,1050.9
1618921502864,SOL,20.951,18,156.06
1618921502864,JMIA,37.52,8,235.2
1618921502864,SNDL,.395,300,300
1618921502864,FRX,10.39,100,990
1618921502864,COIN,380,1,331.44
1618921502864,EBS,93.79,4,271.48
1618921502864,GME,380,1,166
1618921502864,TSM,109.15,4,461.6
1618921502864,NIO,42.059,16,589.12
1618921502864,BA,471.8,2,485.4
1618921803364,TAN,71.648,10,827.5
1618921803368,AAPL,116.75,6,808.02
1618921803368,MSFT,220.34,4,1033.2
1618921803368,CCIV,35.766,16,311.68
1618921803368,TSLA,431.0525,4,2838.6
1618921803368,MMDA1,,375.20000000000005,375.20000000000005
1618921803368,AMC,13.11,10,97.1
1618921803368,TLRY,21.81,20,355.6
1618921803368,JETS,17.265,10,258.1
1618921803368,AMD,66.902,18,1450.98
1618921803368,VNQ,80.836,5,481.15
1618921803368,SPY,348.185,4,1653.72
1618921803368,VBK,233.753,3,843.27
1618921803368,PLTR,26.875,20,434.8
1618921803368,MARA,37.9,18,622.8
1618921803368,VISL,3.263,465,1055.55
1618921803368,SOL,20.951,18,155.88
1618921803368,JMIA,37.52,8,234.8
1618921803369,SNDL,.395,300,300
1618921803369,FRX,10.39,100,990
1618921803369,COIN,380,1,331
1618921803369,EBS,93.79,4,271.48
1618921803369,GME,380,1,166
1618921803369,TSM,109.15,4,461.4
1618921803369,NIO,42.059,16,588.96
1618921803369,BA,471.8,2,485.4
1618922102906,TAN,71.648,10,827.5
1618922102909,AAPL,116.75,6,807.6
1618922102909,SNDL,.395,300,303
1618922102909,FRX,10.39,100,990
1618922102909,COIN,380,1,330
1618922102909,MSFT,220.34,4,1033.2
1618922102909,TSLA,431.0525,4,2833.6800000000003
1618922102909,MMDA1,,375.20000000000005,375.20000000000005
1618922102909,EBS,93.79,4,271.48
1618922102909,AMD,66.902,18,1451.52
